Average_Salary,Years_Experience,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Income_Band_Code,Experience_Band_Code,Job_Sector_Code,Labour_Group_Code,Risk_Category_Code,Job_Title_Code,Education_Level_Code
112833,24,0.34,0.61,0.32,0.37,0.05,0.1,0.14,0.0,0.15,0.58,0.82,0.19,0.08,2,4,7,2,1,8,0
124538,10,0.01,1.23,0.73,0.23,0.12,0.25,0.8,0.13,0.99,0.33,0.92,0.19,0.19,2,3,12,0,2,14,1
54608,4,0.43,0.54,0.36,0.08,0.59,0.19,0.5,0.37,0.8,0.32,0.46,0.72,0.43,1,1,3,1,1,3,0
41367,11,0.66,0.91,0.5,0.97,0.66,0.9,0.18,0.48,0.91,0.32,0.97,0.1,0.9,1,3,16,2,1,19,1
123159,22,0.07,1.38,0.11,0.02,0.14,0.66,0.98,0.11,0.46,0.18,0.75,0.12,0.24,2,4,13,3,0,18,3
138864,11,0.55,1.37,0.83,0.06,0.56,0.8,0.13,0.07,0.19,0.75,0.59,0.54,0.25,2,3,2,0,2,2,1
125504,14,0.97,0.74,0.93,0.58,0.12,0.47,0.95,0.42,0.86,0.26,0.57,0.84,0.92,2,3,0,0,2,0,0
90302,18,0.64,0.5,0.4,0.28,0.09,0.28,0.32,0.97,0.67,0.43,0.99,0.15,0.48,1,3,3,1,1,12,3
72722,0,0.48,1.21,0.1,0.74,0.55,0.1,0.56,0.07,0.01,0.89,0.49,0.54,0.28,1,0,1,1,0,1,1
116379,20,0.17,1.25,0.91,0.86,0.11,0.56,0.81,0.13,0.1,0.82,0.8,0.45,0.11,2,4,12,0,2,14,0
72412,21,0.39,1.02,0.48,0.57,0.73,0.77,0.65,0.2,0.4,0.07,0.45,0.97,0.64,1,4,3,1,1,12,1
74956,1,0.27,0.56,0.75,0.49,0.34,0.2,0.15,0.66,0.56,0.84,0.18,0.85,0.58,1,0,8,0,2,9,0
108872,16,0.27,0.89,0.17,0.08,0.84,0.12,0.48,0.38,0.51,0.89,0.99,0.02,0.39,2,3,6,3,0,7,0
90542,19,0.33,1.15,0.7,0.65,0.11,0.84,0.97,0.71,0.42,0.95,0.97,0.94,0.41,1,3,7,2,1,8,0
48481,9,0.65,0.68,0.83,0.75,0.9,0.86,0.15,0.49,0.48,0.9,0.0,0.74,0.62,1,2,8,0,2,9,1
37075,10,0.46,1.16,0.69,0.74,0.07,0.17,0.82,0.33,0.71,0.7,0.99,0.47,0.74,1,3,16,2,1,19,2
100043,26,0.46,0.69,0.64,0.84,0.24,0.32,0.7,0.74,0.66,1.0,0.87,0.42,0.33,2,4,10,2,1,11,2
105069,12,0.82,0.98,0.6,0.02,0.93,0.77,0.39,0.38,0.1,0.82,0.77,0.63,0.1,2,3,3,1,1,3,2
82692,9,0.46,0.77,0.16,0.23,0.35,0.65,0.89,0.39,0.69,0.13,0.54,0.92,0.03,1,2,6,3,0,7,0
71918,15,0.13,1.03,0.57,0.06,0.07,0.87,0.46,0.46,0.94,0.32,0.9,0.97,0.24,1,3,3,1,1,12,3
33264,11,0.53,1.37,0.78,0.8,0.97,0.84,0.91,0.71,0.9,0.16,0.71,0.73,0.44,1,3,8,0,2,9,1
144047,16,0.43,1.48,0.75,0.71,0.53,0.82,0.48,0.78,0.93,0.73,0.78,0.07,0.2,2,3,2,0,2,2,0
83433,4,0.73,0.99,0.07,0.89,0.89,0.32,0.91,0.76,0.4,0.33,0.98,0.71,0.38,1,1,1,1,0,1,2
99201,3,0.57,1.02,0.56,0.54,0.65,0.91,0.99,0.71,0.93,0.86,0.3,0.93,0.07,1,1,15,0,1,17,3
145131,19,0.64,1.03,0.52,0.79,0.19,0.98,0.44,0.95,0.38,0.6,0.45,0.68,0.18,2,3,3,1,1,3,0
134290,8,0.07,1.1,0.29,0.05,0.66,0.78,0.21,0.27,0.2,0.3,0.11,0.37,0.37,2,2,13,3,0,18,3
100779,21,0.8,1.3,0.19,0.33,0.41,0.32,0.58,0.94,0.28,0.46,0.66,0.84,0.25,2,4,6,3,0,7,3
100935,5,0.89,0.58,0.2,0.86,0.92,0.01,0.37,0.26,0.57,0.63,1.0,0.51,0.55,2,2,1,1,0,1,3
59483,25,0.34,0.56,0.18,0.6,0.01,0.1,0.21,0.35,0.54,0.29,0.28,0.87,0.15,1,4,13,3,0,15,0
61155,26,0.95,1.13,0.59,0.43,0.02,0.65,0.63,0.11,0.46,0.92,0.21,0.46,0.46,1,4,16,2,1,19,0
34176,6,0.82,1.26,0.45,0.07,0.35,0.68,0.7,0.97,0.45,0.63,0.54,0.15,0.46,1,2,16,2,1,19,2
50746,12,0.95,0.87,0.95,0.54,0.24,0.19,0.14,0.45,0.02,0.45,0.99,0.67,0.76,1,3,8,0,2,9,2
104557,18,0.47,0.79,0.27,0.18,0.46,0.59,0.51,0.83,0.23,0.38,0.79,0.53,0.4,2,3,13,3,0,15,2
131242,14,0.75,1.47,0.21,0.86,0.52,0.23,0.01,0.65,0.49,0.78,0.69,0.99,0.51,2,3,13,3,0,15,1
116949,11,0.29,0.98,0.65,0.04,0.98,0.99,0.6,0.33,0.22,0.28,0.05,0.48,0.06,2,3,3,1,1,3,0
88204,14,0.5,0.84,0.55,0.84,0.06,0.97,0.1,0.51,0.56,0.14,0.92,0.47,0.14,1,3,3,1,1,12,3
45089,4,0.96,0.65,0.29,0.09,0.22,0.44,0.99,0.49,0.55,0.69,0.97,0.78,0.22,1,1,13,3,0,15,3
83341,5,0.1,1.14,0.1,0.26,0.89,0.33,0.57,0.4,0.07,0.36,0.41,0.9,0.32,1,2,6,3,0,7,2
126621,13,0.55,0.88,0.73,0.77,0.93,0.95,0.67,0.41,0.48,0.66,0.82,0.37,0.92,2,3,2,0,2,2,0
128283,4,0.53,1.46,0.93,0.7,0.32,0.22,0.08,0.71,0.5,0.57,0.47,0.48,0.57,2,1,12,0,2,14,1
100446,9,0.03,1.3,0.46,0.74,0.95,0.31,0.09,0.23,0.22,0.74,0.06,0.05,0.69,2,2,10,2,1,11,0
107413,21,0.7,0.85,0.48,0.56,0.69,0.24,0.84,0.72,0.23,0.97,0.66,0.45,0.16,2,4,15,0,1,17,1
106789,20,0.16,0.93,0.15,0.72,0.19,0.82,0.33,0.44,0.77,0.63,0.31,0.39,0.31,2,4,1,1,0,1,3
86193,3,0.33,1.23,0.53,0.15,0.31,0.22,0.39,0.52,0.51,0.75,0.19,0.95,0.34,1,1,15,0,1,17,0
102652,16,0.69,1.31,0.45,0.75,0.88,0.77,0.03,0.83,0.77,0.67,0.76,0.98,0.43,2,3,15,0,1,17,0
131038,25,0.58,1.23,0.39,0.26,0.23,0.69,0.35,0.41,0.71,0.97,0.16,0.06,0.19,2,4,5,0,1,6,3
55143,2,0.19,1.08,0.85,0.29,0.07,0.4,0.19,0.18,0.52,0.67,0.08,0.58,0.25,1,1,12,0,2,14,2
112702,22,0.81,1.31,0.45,0.57,0.79,0.06,0.61,0.84,0.37,0.46,0.7,0.07,0.39,2,4,4,2,1,4,1
141459,26,0.02,0.7,0.8,0.2,0.6,0.45,0.04,0.28,0.02,0.36,0.26,0.69,0.31,2,4,8,0,2,9,3
56107,24,0.73,0.98,0.52,0.84,0.21,0.99,0.9,0.29,0.89,0.75,0.93,0.69,0.67,1,4,11,1,1,13,0
98402,8,0.47,0.7,0.43,0.98,0.09,0.72,0.17,0.01,0.5,0.16,0.97,0.2,0.19,1,2,10,2,1,11,1
36005,14,0.33,0.52,0.82,0.51,0.05,0.24,0.83,0.46,0.43,0.7,0.71,0.76,0.83,1,3,0,0,2,0,0
81038,25,0.07,0.88,0.26,0.08,0.58,0.7,0.48,0.26,0.33,0.07,0.29,0.04,0.73,1,4,13,3,0,15,1
96783,20,0.63,1.16,0.49,0.16,0.01,0.34,0.75,0.96,0.43,0.37,0.45,0.43,0.63,1,4,9,1,1,10,1
101020,21,0.78,1.15,0.16,0.95,0.71,0.43,0.45,0.82,0.44,0.52,0.29,0.84,0.52,2,4,13,3,0,18,3
95217,16,0.66,0.78,0.63,0.31,0.99,0.61,0.84,0.07,0.35,0.74,0.66,0.19,0.36,1,3,10,2,1,11,1
97323,19,0.61,0.84,0.42,0.21,0.41,0.2,0.96,0.15,0.91,0.43,0.38,0.23,0.64,1,3,9,1,1,10,1
80049,19,0.47,0.56,0.28,0.98,0.43,0.61,0.45,0.32,0.08,0.46,0.82,0.02,0.58,1,3,6,3,0,7,1
48428,2,0.22,0.68,0.24,0.26,0.19,0.38,0.39,0.87,0.62,0.41,0.53,0.95,0.11,1,1,13,3,0,18,2
85331,27,0.96,1.46,0.09,0.15,0.42,0.05,0.65,0.08,0.06,0.49,0.96,0.43,0.36,1,4,6,3,0,7,0
35973,2,0.53,0.88,0.45,0.19,0.51,0.44,0.27,0.16,0.31,0.51,0.06,0.15,0.95,1,1,16,2,1,19,0
67236,10,0.06,1.19,0.32,0.74,0.75,0.65,0.73,0.09,0.73,0.14,0.34,0.94,0.5,1,3,3,1,1,3,2
112473,25,0.4,1.28,0.56,0.58,0.9,0.02,0.16,0.62,0.07,0.64,0.98,0.88,0.59,2,4,4,2,1,4,3
138480,27,0.12,0.95,0.47,0.34,0.0,0.89,0.78,0.65,0.13,0.38,0.92,0.62,0.6,2,4,15,0,1,17,1
73464,27,0.56,1.1,0.44,0.37,0.69,0.32,0.56,0.28,0.17,0.45,0.22,0.9,0.3,1,4,3,1,1,12,2
118060,19,0.26,0.76,0.14,0.92,0.39,0.82,0.2,0.05,0.78,0.54,0.5,0.27,0.07,2,3,13,3,0,15,1
76905,12,0.87,0.62,0.67,0.27,0.53,0.07,0.43,0.13,0.05,0.97,0.73,0.72,0.09,1,3,3,1,1,3,0
101341,15,0.85,0.51,0.42,1.0,0.43,0.89,0.33,0.53,0.85,0.61,0.73,0.23,0.16,2,3,3,1,1,12,0
119314,26,0.49,1.3,0.79,0.56,0.8,0.24,0.88,0.95,0.04,0.06,0.09,0.78,0.19,2,4,0,0,2,0,2
109455,26,0.44,1.34,0.9,0.96,0.25,0.23,0.03,0.41,0.46,0.96,0.83,0.17,0.8,2,4,8,0,2,9,3
96951,6,0.08,1.34,0.69,0.09,0.81,0.86,0.12,0.28,0.73,0.81,0.35,0.16,0.65,1,2,3,1,1,3,2
44057,5,0.5,0.64,0.64,0.65,0.87,0.93,0.81,0.96,0.95,0.62,0.73,0.7,0.62,1,2,3,1,1,3,0
60185,28,0.36,0.6,0.78,0.07,0.92,0.45,0.19,0.58,0.2,0.8,0.31,0.31,0.87,1,4,12,0,2,14,0
63797,24,0.68,0.79,0.31,0.2,0.4,0.17,0.19,0.39,0.96,0.76,0.32,0.95,0.65,1,4,3,1,1,12,1
52792,6,0.47,0.91,0.39,0.39,0.53,0.53,0.76,0.36,0.72,0.58,0.96,0.39,0.9,1,2,7,2,1,8,0
136827,15,0.64,1.15,0.07,0.95,0.11,0.56,0.33,0.43,0.61,0.91,0.46,0.99,0.59,2,3,3,1,0,5,0
34134,12,0.19,1.22,0.06,0.48,0.15,0.43,0.75,0.46,0.16,0.25,0.37,0.07,0.58,1,3,13,3,0,18,3
117463,19,0.06,0.9,0.8,0.33,0.56,0.35,0.42,0.8,0.16,0.62,0.51,0.31,0.73,2,3,0,0,2,0,0
74597,12,0.48,1.17,0.25,0.97,0.63,0.87,0.0,0.53,0.21,0.09,0.53,0.75,0.41,1,3,3,1,0,5,0
40603,24,0.49,0.94,0.42,0.38,0.35,0.65,0.12,0.09,0.66,0.55,0.43,0.15,0.41,1,4,7,2,1,8,0
106968,22,0.7,0.56,0.22,0.24,0.32,0.2,0.78,0.65,0.61,0.67,0.24,0.44,0.63,2,4,6,3,0,7,2
149700,26,0.79,0.79,0.61,0.44,0.67,0.46,0.95,0.18,0.68,0.58,0.17,0.07,0.8,2,4,11,1,1,13,3
77890,26,0.19,1.48,0.23,0.25,0.59,0.53,0.84,0.73,0.83,0.21,0.64,0.04,0.07,1,4,13,3,0,15,0
141930,5,0.02,1.08,0.26,0.38,0.04,0.71,0.93,0.72,0.58,0.23,0.02,0.69,0.23,2,2,1,1,0,1,1
65976,2,0.47,1.03,0.6,0.78,0.64,0.94,0.98,0.95,0.82,0.71,0.66,0.1,0.27,1,1,4,2,1,4,1
81356,7,0.14,0.94,0.36,0.9,0.81,0.07,0.25,0.82,0.8,0.95,1.0,0.98,0.41,1,2,16,2,1,19,0
129928,0,0.76,0.8,0.25,0.53,0.79,0.28,0.51,0.56,0.94,0.27,0.94,0.8,0.73,2,0,13,3,0,18,1
51625,1,0.61,0.74,0.75,0.87,0.73,0.21,0.62,0.45,0.16,0.53,0.28,0.1,0.47,1,0,14,0,2,16,1
118760,20,0.05,0.9,0.4,0.03,0.13,0.14,0.18,0.8,0.44,0.15,0.1,0.3,0.8,2,4,15,0,1,17,0
111299,27,0.16,0.9,0.52,0.03,0.63,0.4,0.01,0.67,0.71,0.63,0.34,0.53,0.39,2,4,3,1,1,3,0
94535,1,0.7,0.71,0.41,0.57,0.45,0.74,0.38,0.86,0.43,0.04,0.02,0.65,0.54,1,0,9,1,1,10,0
116030,1,0.79,0.88,0.95,0.95,0.01,0.9,0.68,0.5,0.58,0.84,0.95,0.56,0.18,2,0,14,0,2,16,2
90127,24,0.08,1.14,0.9,0.35,0.07,0.69,0.34,0.25,0.69,0.97,0.75,0.49,0.6,1,4,0,0,2,0,3
55577,7,0.81,1.1,0.69,0.98,0.35,0.99,0.96,0.64,0.33,0.75,0.27,0.63,0.02,1,2,3,1,1,3,0
82573,24,0.95,0.74,0.89,0.29,0.71,0.7,0.18,0.6,0.86,0.38,0.71,0.67,0.26,1,4,2,0,2,2,0
44703,3,0.56,0.86,0.09,0.47,0.73,0.62,0.73,0.79,0.44,0.52,0.99,0.97,0.41,1,1,13,3,0,15,3
66003,2,0.77,1.15,0.42,0.49,0.04,0.19,0.42,0.83,0.48,0.59,0.87,0.31,0.7,1,1,4,2,1,4,0
44756,11,0.2,0.86,0.29,0.98,0.22,0.07,0.27,0.4,0.44,0.62,0.9,0.33,0.85,1,3,1,1,0,1,0
45380,20,0.04,1.0,0.32,0.39,0.9,0.24,0.71,0.3,0.04,0.56,0.83,0.41,0.62,1,4,11,1,1,13,1
139044,6,0.19,1.23,0.83,0.75,0.49,0.13,0.57,0.49,0.52,0.88,0.89,0.45,0.46,2,2,14,0,2,16,0
114705,29,0.52,1.45,0.56,0.28,0.53,0.63,0.64,0.59,0.18,0.03,0.34,0.43,0.06,2,4,3,1,1,12,2
141375,16,0.34,1.41,0.09,0.06,0.48,0.19,0.94,0.01,0.41,0.93,0.38,0.09,0.3,2,3,13,3,0,18,3
135454,16,0.19,0.97,0.91,0.87,0.05,0.16,0.28,0.59,0.36,0.84,0.72,0.1,0.62,2,3,2,0,2,2,3
55903,23,0.26,0.68,0.09,0.62,0.56,0.18,0.99,0.42,0.1,0.12,0.58,0.98,0.57,1,4,1,1,0,1,2
55036,21,0.44,0.94,0.83,0.7,0.37,0.86,0.03,0.44,0.51,0.61,0.28,0.43,0.48,1,4,12,0,2,14,0
117309,8,0.77,1.24,0.44,1.0,0.85,0.26,0.2,0.31,0.45,0.85,0.78,0.85,0.27,2,2,4,2,1,4,3
100412,21,0.28,0.61,0.57,0.14,0.67,0.65,0.81,0.14,0.78,1.0,0.85,0.75,0.66,2,4,3,1,1,3,1
32414,16,0.84,1.04,0.6,0.79,0.51,0.54,0.2,0.24,0.9,0.84,0.01,0.87,0.03,1,3,4,2,1,4,1
140419,14,0.29,0.98,0.46,0.93,0.04,0.68,0.85,0.96,0.18,0.53,0.04,0.5,0.13,2,3,5,0,1,6,3
55976,17,0.11,1.01,0.18,0.97,0.65,0.29,0.24,0.13,0.76,0.69,0.61,0.04,0.76,1,3,1,1,0,1,2
78787,25,0.96,1.09,0.13,0.38,0.18,0.72,0.71,0.2,0.16,0.08,0.91,0.23,0.34,1,4,13,3,0,15,2
104918,4,0.41,1.21,0.92,0.18,0.69,0.35,0.98,0.3,0.01,0.52,0.15,0.04,0.7,2,1,0,0,2,0,0
118121,25,0.46,1.18,0.83,0.63,0.6,0.67,0.2,0.27,0.44,0.45,0.77,0.37,0.16,2,4,12,0,2,14,2
34847,10,0.21,1.23,0.82,0.71,0.42,0.89,0.98,0.67,0.86,0.51,0.93,0.83,0.99,1,3,14,0,2,16,3
100182,12,0.78,1.04,0.76,0.35,0.89,0.06,0.59,0.37,0.39,0.88,0.85,0.6,0.27,2,3,12,0,2,14,3
128757,14,0.41,0.85,0.34,0.54,0.3,0.66,0.32,0.43,0.05,0.99,0.51,0.02,0.54,2,3,3,1,1,3,3
129584,7,0.77,1.2,0.36,0.66,0.77,0.57,0.89,0.28,0.24,0.87,0.63,0.0,0.35,2,2,9,1,1,10,1
59476,5,0.03,0.5,0.77,0.91,0.9,0.52,0.55,0.33,0.24,0.82,0.11,0.49,0.63,1,2,2,0,2,2,2
81880,3,0.52,1.08,0.24,0.23,0.29,0.57,0.98,0.22,0.99,0.71,0.83,0.09,0.3,1,1,1,1,0,1,2
148283,25,0.37,1.48,0.08,0.56,0.01,0.71,0.2,0.13,0.34,0.77,0.11,0.23,0.01,2,4,3,1,0,5,1
32393,24,0.59,1.22,0.56,0.14,0.59,0.13,0.4,0.57,0.56,0.12,0.03,0.8,0.73,1,4,10,2,1,11,3
35481,1,0.13,1.39,0.89,1.0,0.25,0.49,0.24,0.62,0.12,0.13,0.07,0.69,0.49,1,0,12,0,2,14,0
137033,28,0.88,1.24,0.48,0.98,0.46,0.11,0.99,0.02,0.55,0.31,0.5,0.56,0.24,2,4,3,1,1,12,1
49361,20,0.68,1.34,0.17,0.83,0.78,0.67,0.45,0.27,0.86,0.65,0.8,0.55,0.17,1,4,3,1,0,5,2
59146,9,0.04,1.43,0.1,0.91,0.06,0.95,0.2,0.3,0.49,0.38,0.67,0.97,0.61,1,2,6,3,0,7,1
113102,26,0.75,1.34,0.67,0.58,0.78,0.49,0.04,0.16,0.13,0.17,0.01,0.86,0.56,2,4,4,2,1,4,3
37769,22,0.41,0.96,0.33,0.27,0.85,0.74,0.56,0.48,0.26,0.47,0.6,0.71,0.17,1,4,9,1,1,10,3
126939,9,0.5,1.11,0.82,0.57,0.11,0.43,0.28,0.09,0.19,0.6,0.2,0.18,0.55,2,2,8,0,2,9,0
68226,11,0.79,1.41,0.85,0.41,0.73,0.26,0.08,0.34,0.3,0.68,0.55,0.14,0.91,1,3,12,0,2,14,3
99516,21,0.46,1.44,0.72,0.79,0.36,0.7,0.93,0.52,0.02,0.03,0.33,0.78,0.29,1,4,8,0,2,9,3
143645,26,0.78,0.62,0.91,0.27,0.05,0.12,0.95,0.45,0.26,0.52,0.68,0.32,0.73,2,4,0,0,2,0,1
134230,21,0.11,1.05,0.36,0.94,0.0,0.76,0.28,0.85,0.06,0.95,0.1,0.79,0.52,2,4,11,1,1,13,2
53167,22,0.28,1.34,0.38,0.72,0.45,1.0,0.61,0.1,0.42,0.07,0.29,0.34,0.85,1,4,10,2,1,11,0
52772,29,0.01,1.03,0.39,0.32,0.02,0.75,0.95,0.22,0.34,0.21,0.93,0.01,0.58,1,4,9,1,1,10,3
55354,29,0.19,1.09,0.06,0.81,0.27,0.99,0.92,0.73,0.5,0.77,0.13,0.31,0.03,1,4,6,3,0,7,1
51942,7,0.81,1.45,0.57,0.73,0.9,0.94,0.49,0.11,0.47,0.56,0.63,0.99,0.92,1,2,10,2,1,11,1
38152,6,0.11,0.71,0.37,0.36,0.88,0.44,0.57,0.18,0.49,0.87,0.77,0.08,0.86,1,2,7,2,1,8,0
134753,3,0.67,0.65,0.57,0.04,0.6,0.65,0.24,0.94,0.05,0.89,0.38,0.71,0.65,2,1,11,1,1,13,2
42061,5,0.32,1.03,0.64,0.95,0.02,0.35,0.67,0.53,0.94,0.02,0.44,0.67,0.22,1,2,7,2,1,8,0
76350,12,0.08,0.95,0.57,0.27,0.07,0.96,0.91,0.93,0.98,0.18,0.16,0.03,0.89,1,3,7,2,1,8,0
99828,27,0.63,1.43,0.53,0.13,0.18,0.13,0.31,0.38,0.8,0.19,0.73,0.49,1.0,1,4,4,2,1,4,1
37084,11,0.97,0.84,0.35,0.51,0.12,0.49,0.27,0.49,0.95,0.29,0.99,0.23,0.21,1,3,11,1,1,13,1
112617,26,0.84,1.25,0.59,0.28,0.02,0.16,0.35,0.97,0.92,0.2,0.73,0.58,0.05,2,4,15,0,1,17,0
36486,5,0.07,0.61,0.86,0.76,0.32,0.49,0.95,0.95,0.31,0.81,0.59,0.98,0.48,1,2,0,0,2,0,1
107925,19,0.77,1.0,0.62,0.26,0.12,0.43,0.94,0.5,0.64,0.62,0.13,0.39,0.71,2,3,3,1,1,3,3
52474,27,0.17,0.91,0.34,0.24,0.38,0.54,0.23,0.23,0.78,0.96,0.32,0.69,0.26,1,4,5,0,1,6,2
48274,11,0.67,1.3,0.71,0.6,0.53,0.29,0.26,0.58,0.71,0.03,0.57,0.17,0.14,1,3,14,0,2,16,1
79696,28,0.31,0.94,0.44,0.65,0.47,0.96,0.35,0.74,0.26,0.51,0.55,0.33,0.47,1,4,16,2,1,19,3
82736,21,0.01,0.72,0.58,0.77,0.28,0.41,0.04,0.24,0.78,0.61,0.21,0.26,0.82,1,4,9,1,1,10,3
65539,9,0.33,1.16,0.19,0.46,0.9,0.22,0.74,0.16,0.62,0.87,0.46,0.72,0.82,1,2,13,3,0,15,1
71135,9,0.71,1.42,0.53,0.19,0.13,0.26,0.1,0.51,0.07,0.22,0.44,0.47,0.57,1,2,16,2,1,19,1
107487,3,0.05,0.58,0.32,0.42,0.04,0.75,0.22,0.94,0.49,0.45,0.78,0.71,0.61,2,1,10,2,1,11,1
146298,6,0.64,1.04,0.54,0.68,0.17,0.3,0.74,0.16,0.34,0.67,0.94,0.08,0.52,2,2,9,1,1,10,1
144571,22,0.38,0.68,0.56,0.76,0.25,0.71,0.45,0.28,0.52,0.38,0.23,0.76,0.8,2,4,15,0,1,17,2
112753,1,0.38,0.67,0.64,0.33,0.75,0.82,0.77,0.39,0.94,0.66,0.58,0.7,0.04,2,0,3,1,1,3,2
81716,26,0.88,0.66,0.47,0.41,0.36,0.56,1.0,0.26,0.7,0.76,0.58,0.1,0.57,1,4,3,1,1,3,2
46250,19,0.34,1.14,0.29,0.8,0.69,0.97,0.17,0.77,0.41,0.36,0.52,0.03,0.31,1,3,3,1,0,5,3
102006,17,0.14,0.84,0.25,0.2,0.53,0.75,0.24,0.92,0.87,0.25,0.99,0.67,0.29,2,3,13,3,0,15,1
60837,5,0.67,1.11,0.23,0.27,0.98,0.86,0.75,0.03,0.59,0.71,0.85,0.95,0.92,1,2,13,3,0,15,2
66742,3,0.6,0.97,0.43,0.37,0.37,0.97,0.23,0.82,0.71,0.01,0.99,0.76,0.68,1,1,3,1,1,12,0
119131,10,0.56,0.75,0.31,0.84,0.9,0.16,0.79,0.74,0.18,0.42,0.42,0.76,0.84,2,3,11,1,1,13,3
107497,29,0.56,1.26,0.61,0.15,0.53,0.86,0.32,0.43,0.8,0.09,0.86,0.31,0.0,2,4,5,0,1,6,3
57788,14,0.68,0.82,0.35,0.62,0.22,0.68,0.84,0.12,0.44,0.44,0.63,0.33,0.42,1,3,7,2,1,8,3
64712,19,0.65,0.78,0.62,0.67,0.65,0.42,0.96,0.27,0.58,0.31,0.74,0.05,0.05,1,3,5,0,1,6,3
68319,6,0.43,0.84,0.54,0.7,0.2,0.19,0.96,0.59,0.39,0.8,0.53,0.24,0.21,1,2,4,2,1,4,2
67289,22,0.86,0.56,0.75,0.89,0.12,0.63,0.21,0.61,0.38,0.1,0.58,0.68,0.68,1,4,12,0,2,14,3
75040,4,0.5,1.02,0.55,0.69,0.65,0.59,0.16,0.21,0.26,0.92,0.76,0.55,0.25,1,1,9,1,1,10,2
120886,1,0.9,1.39,0.73,0.8,0.45,0.32,0.74,0.61,0.78,0.07,0.32,0.32,0.33,2,0,14,0,2,16,1
64118,5,0.28,0.94,0.45,0.74,0.6,0.65,0.21,0.33,0.02,0.11,0.27,0.07,0.6,1,2,4,2,1,4,3
125381,13,0.1,1.32,0.35,0.67,0.64,0.9,0.11,0.32,0.09,0.41,0.91,0.78,0.72,2,3,11,1,1,13,0
62146,26,0.88,0.95,0.74,0.84,0.28,0.05,0.13,0.61,0.61,0.26,0.73,0.77,0.92,1,4,8,0,2,9,2
60410,8,0.78,1.25,0.4,0.31,0.48,0.02,0.3,0.47,0.11,0.13,0.46,0.73,0.83,1,2,4,2,1,4,3
110449,21,0.47,0.88,0.75,0.15,0.79,0.47,0.79,0.7,0.19,0.51,0.44,0.42,0.54,2,4,14,0,2,16,0
142691,18,0.31,0.84,0.51,0.31,0.89,0.44,0.29,0.16,0.67,0.03,0.45,0.55,0.34,2,3,4,2,1,4,2
33659,17,0.68,1.47,0.83,0.54,0.25,0.39,0.03,0.69,0.31,0.54,0.25,0.62,0.45,1,3,0,0,2,0,3
109911,9,0.94,1.21,0.12,0.5,0.47,0.8,0.83,0.28,0.82,0.18,0.76,0.25,0.3,2,2,13,3,0,15,3
117298,28,0.42,1.49,0.36,0.46,0.73,0.01,0.15,0.02,0.99,0.76,0.37,0.16,0.09,2,4,5,0,1,6,3
100114,14,0.98,1.17,0.14,0.5,1.0,0.52,0.96,0.02,0.72,0.63,0.69,0.57,0.04,2,3,13,3,0,18,3
149401,18,0.92,0.73,0.3,0.68,0.44,0.92,0.79,0.43,0.07,0.87,0.77,0.79,0.74,2,3,13,3,0,18,0
101160,3,0.0,0.74,0.32,0.11,0.53,0.04,0.18,0.23,0.66,0.47,0.46,0.77,0.46,2,1,10,2,1,11,0
66594,23,0.65,0.65,0.55,0.85,0.12,0.9,0.08,0.35,0.61,0.56,0.1,0.8,0.97,1,4,15,0,1,17,0
94043,5,0.9,1.06,0.67,0.18,0.79,0.06,0.88,0.67,0.37,0.19,0.82,0.6,0.36,1,2,15,0,1,17,3
110270,21,0.83,0.84,0.07,0.91,0.39,0.35,0.2,0.9,0.22,0.64,0.88,0.03,0.83,2,4,13,3,0,18,0
98393,29,0.66,0.87,0.22,0.25,0.02,0.95,0.02,0.82,0.17,0.39,0.82,0.21,0.87,1,4,13,3,0,18,0
104038,26,0.37,1.16,0.14,0.35,0.73,0.31,0.2,0.81,0.81,0.5,0.53,0.7,0.51,2,4,13,3,0,18,2
104088,11,0.99,0.65,0.54,0.89,0.69,0.88,0.34,0.27,0.85,0.39,0.71,0.15,0.76,2,3,10,2,1,11,3
38290,27,0.27,0.99,0.58,0.01,0.64,0.54,0.22,0.75,0.3,0.28,0.47,0.68,0.93,1,4,16,2,1,19,3
86373,16,0.39,1.41,0.27,0.2,0.38,0.56,0.85,0.53,0.97,0.8,0.95,0.73,0.88,1,3,1,1,0,1,3
73532,24,0.25,0.73,0.65,0.08,0.41,0.82,0.81,0.14,0.49,0.48,0.32,0.92,0.65,1,4,15,0,1,17,2
132708,28,0.07,0.89,0.26,0.42,0.26,1.0,0.87,0.55,0.56,0.01,0.98,0.81,0.04,2,4,13,3,0,18,0
144846,21,0.35,1.03,0.2,0.61,0.73,0.66,0.07,0.46,0.66,0.3,0.31,0.12,0.42,2,4,13,3,0,18,3
90254,8,0.29,1.03,0.24,0.01,0.9,0.39,0.87,0.04,0.15,0.32,0.35,0.85,0.01,1,2,13,3,0,18,1
51219,14,0.84,0.79,0.26,0.48,0.18,0.8,0.38,0.71,0.84,0.96,0.09,0.01,0.55,1,3,13,3,0,18,1
114899,19,0.47,0.57,0.5,0.12,0.84,0.76,0.07,0.84,0.32,0.35,0.18,0.84,0.4,2,3,11,1,1,13,2
